probe	locus
Os.8899.1.S1_x_at	LOC_Os05g42424
Os.54570.1.S1_at	LOC_Os05g43030
Os.2245.1.S1_at	LOC_Os05g43040
Os.26435.1.A1_at	LOC_Os05g43060
OsAffx.4601.1.S1_at	LOC_Os05g43060
OsAffx.4601.1.S1_x_at	LOC_Os05g43060
Os.9927.1.S1_at	LOC_Os05g43130
Os.49209.1.S1_at	LOC_Os05g43140
Os.28096.1.S1_at	LOC_Os05g43170
Os.55242.1.S1_x_at	LOC_Os05g43174
OsAffx.15081.1.S1_at	LOC_Os05g43230
Os.420.1.S1_at	LOC_Os05g43252
Os.7504.1.S1_x_at	LOC_Os05g43280
Os.7504.1.S2_x_at	LOC_Os05g43280
Os.7504.2.S1_at	LOC_Os05g43280
OsAffx.15082.1.S1_x_at	LOC_Os05g43280
Os.11069.1.S1_at	LOC_Os05g43360
Os.49125.1.S1_s_at	LOC_Os05g43374
Os.23126.1.S1_at	LOC_Os05g43380
Os.7516.1.S1_at	LOC_Os05g43390
Os.22455.1.A1_at	LOC_Os05g43440
Os.53504.1.S1_at	LOC_Os05g43450
Os.14885.1.S1_at	LOC_Os05g43460
Os.5176.1.S1_at	LOC_Os05g43470
Os.10062.1.S1_at	LOC_Os05g43480
Os.18454.2.S1_a_at	LOC_Os05g43490
Os.34745.1.A1_at	LOC_Os05g43520
Os.15705.1.S1_x_at	LOC_Os05g43530
OsAffx.20285.2.S1_at	LOC_Os05g43530
Os.10504.1.S1_at	LOC_Os05g43540
OsAffx.27292.1.S1_at	LOC_Os05g43550
Os.17049.1.S1_at	LOC_Os05g43560
Os.21326.1.S1_at	LOC_Os05g43570
Os.7615.1.S1_at	LOC_Os05g43576
OsAffx.4606.1.S1_x_at	LOC_Os05g43582
Os.54191.1.S1_at	LOC_Os05g43610
Os.27836.1.A1_s_at	LOC_Os05g43650
Os.27836.2.S1_at	LOC_Os05g43650
Os.27836.3.A1_at	LOC_Os05g43650
Os.25372.1.S1_at	LOC_Os05g43670
Os.10488.1.S1_at	LOC_Os05g43680
Os.9551.1.S1_at	LOC_Os05g43690
Os.5286.1.S1_at	LOC_Os05g43760
Os.18433.1.S1_at	LOC_Os05g43770
Os.18433.1.S1_s_at	LOC_Os05g43770
OsAffx.27296.1.S1_at	LOC_Os05g43780
Os.26796.1.S1_at	LOC_Os05g43790
Os.26796.2.S1_at	LOC_Os05g43790
Os.24615.1.A1_at	LOC_Os05g43800
Os.54844.1.S1_at	LOC_Os05g43800
OsAffx.26001.4.S1_at	LOC_Os05g43810
Os.12680.1.S1_at	LOC_Os05g43840
Os.10160.1.S1_at	LOC_Os05g43850
Os.15784.1.A1_s_at	LOC_Os05g43860
OsAffx.15091.1.S1_at	LOC_Os05g43860
OsAffx.15093.1.S1_s_at	LOC_Os05g43880
OsAffx.15093.1.S1_x_at	LOC_Os05g43880
Os.50772.1.S1_at	LOC_Os05g43920
Os.48215.1.A1_at	LOC_Os05g43940
Os.27201.1.S1_at	LOC_Os05g43950
Os.53554.1.S1_at	LOC_Os05g43970
Os.52467.1.S1_at	LOC_Os05g44020
Os.52467.1.S1_x_at	LOC_Os05g44020
Os.56601.1.S1_at	LOC_Os05g44030
Os.12305.1.S1_at	LOC_Os05g44050
Os.56018.1.S1_at	LOC_Os05g44060
Os.17189.1.S1_at	LOC_Os05g44070
Os.27426.1.S1_at	LOC_Os05g44080
Os.8735.1.S1_at	LOC_Os05g44100
Os.10081.1.S1_at	LOC_Os05g44130
Os.24483.1.A1_s_at	LOC_Os05g44170
OsAffx.27302.1.S1_at	LOC_Os05g44170
Os.54955.1.S1_at	LOC_Os05g44190
Os.5270.1.S1_at	LOC_Os05g44200
Os.7285.1.S1_at	LOC_Os05g44210
OsAffx.27304.1.S1_at	LOC_Os05g44210
OsAffx.27304.1.S1_x_at	LOC_Os05g44210
OsAffx.4610.1.S1_at	LOC_Os05g44220
OsAffx.4611.1.S1_s_at	LOC_Os05g44270
Os.12105.1.S1_a_at	LOC_Os05g44290
Os.22280.1.S1_at	LOC_Os05g44310
Os.12402.1.S1_at	LOC_Os05g44320
Os.12402.2.S1_x_at	LOC_Os05g44320
Os.25529.1.S1_at	LOC_Os05g44330
Os.53160.1.S1_at	LOC_Os05g44330
Os.8971.1.S1_at	LOC_Os05g44340
Os.52818.1.S1_at	LOC_Os05g44350
Os.26690.1.S1_a_at	LOC_Os05g44360
Os.26690.1.S2_a_at	LOC_Os05g44360
OsAffx.27306.1.S1_at	LOC_Os05g44380
Os.14123.1.S1_x_at	LOC_Os05g44390
Os.14123.2.S1_at	LOC_Os05g44390
OsAffx.27307.1.S1_at	LOC_Os05g44400
Os.18241.1.S1_at	LOC_Os05g44560
Os.18241.2.A1_x_at	LOC_Os05g44570
Os.52244.2.S1_x_at	LOC_Os05g44570
Os.27617.1.S1_at	LOC_Os05g44580
Os.24593.1.S1_at	LOC_Os05g44590
Os.27643.1.A1_at	LOC_Os05g44590
Os.9897.1.S1_at	LOC_Os05g44600
Os.17396.1.S1_at	LOC_Os05g44610
Os.50163.1.S1_at	LOC_Os05g44800
Os.8618.1.S1_at	LOC_Os05g44810
Os.6662.1.S1_at	LOC_Os05g44900
Os.5339.2.S1_x_at	LOC_Os05g44910
Os.8162.1.S1_at	LOC_Os05g44916
Os.12014.1.S1_s_at	LOC_Os05g44922
OsAffx.27312.1.S1_at	LOC_Os05g44922
Os.21832.1.S1_at	LOC_Os05g44930
Os.6318.1.S1_at	LOC_Os05g45020
Os.11098.1.S1_at	LOC_Os05g45030
Os.52901.1.S1_at	LOC_Os05g45040
Os.13565.1.A1_s_at	LOC_Os05g45050
Os.8249.1.S1_at	LOC_Os05g45050
Os.55637.1.S1_at	LOC_Os05g45070
Os.52346.1.S1_at	LOC_Os05g45080
Os.57078.1.S1_at	LOC_Os05g45200
Os.47765.1.S1_at	LOC_Os05g45210
Os.51511.1.S1_at	LOC_Os05g45220
OsAffx.27317.1.S1_at	LOC_Os05g45260
Os.53442.1.S1_at	LOC_Os05g45270
Os.5747.1.S1_at	LOC_Os05g45280
OsAffx.4622.1.S1_at	LOC_Os05g45280
Os.52229.1.S1_at	LOC_Os05g45300
Os.18326.1.S1_at	LOC_Os05g45310
Os.36280.1.S1_at	LOC_Os05g45320
OsAffx.27316.1.S1_at	LOC_Os05g45340
Os.15152.1.S1_a_at	LOC_Os05g45350
Os.15152.2.S1_at	LOC_Os05g45350
Os.11739.2.A1_a_at	LOC_Os05g45400
Os.40018.1.S1_at	LOC_Os05g45410
Os.3393.1.S1_at	LOC_Os05g45420
Os.3393.1.S2_at	LOC_Os05g45420
OsAffx.27321.1.S1_at	LOC_Os05g45430
Os.9327.1.S1_at	LOC_Os05g45460
OsAffx.27322.1.S1_s_at	LOC_Os05g45480
Os.50360.1.S1_at	LOC_Os05g45490
Os.57131.1.S1_at	LOC_Os05g45510
OsAffx.27326.1.S1_at	LOC_Os05g45580
Os.17535.1.S1_at	LOC_Os05g45590
OsAffx.27327.1.S1_at	LOC_Os05g45590
Os.6808.1.S1_at	LOC_Os05g45660
Os.6808.1.S1_x_at	LOC_Os05g45660
OsAffx.15114.1.S1_x_at	LOC_Os05g45660
Os.48286.1.A1_at	LOC_Os05g45710
Os.11849.1.S1_at	LOC_Os05g45720
OsAffx.27330.1.S1_s_at	LOC_Os05g45730
OsAffx.15116.1.S1_at	LOC_Os05g45740
Os.27618.1.S1_at	LOC_Os05g45750
OsAffx.4628.1.S1_s_at	LOC_Os05g45760
OsAffx.15117.1.S1_at	LOC_Os05g45770
Os.49658.1.S1_at	LOC_Os05g45810
Os.54943.1.S1_at	LOC_Os05g45820
Os.18098.1.S1_at	LOC_Os05g45830
Os.7325.1.S1_at	LOC_Os05g45840
Os.51679.1.S1_at	LOC_Os05g45860
Os.53071.1.S1_at	LOC_Os05g45870
Os.19391.1.S1_s_at	LOC_Os05g45875
OsAffx.4629.1.S1_at	LOC_Os05g45900
Os.7768.1.S1_at	LOC_Os05g45910
Os.4979.1.S1_at	LOC_Os05g45930
Os.4771.1.S1_at	LOC_Os05g45950
Os.54962.1.S1_at	LOC_Os05g45990
Os.8961.1.S1_s_at	LOC_Os05g46020
OsAffx.27335.1.S1_x_at	LOC_Os05g46030
Os.18094.2.S1_a_at	LOC_Os05g46040
Os.54851.1.S1_at	LOC_Os05g46050
Os.14570.1.S1_at	LOC_Os05g46200
Os.54365.1.S1_at	LOC_Os05g46210
Os.12856.1.S1_x_at	LOC_Os05g46240
Os.12856.2.S1_at	LOC_Os05g46240
OsAffx.15124.1.S1_at	LOC_Os05g46250
Os.8729.1.S1_at	LOC_Os05g46260
Os.4469.1.S1_at	LOC_Os05g46270
Os.51305.1.S1_at	LOC_Os05g46280
Os.22773.1.S1_at	LOC_Os05g46290
OsAffx.4635.1.S1_at	LOC_Os05g46300
Os.23350.1.S1_at	LOC_Os05g46320
Os.11178.1.S1_at	LOC_Os05g46330
Os.17889.1.S1_at	LOC_Os05g46340
Os.54961.1.S1_at	LOC_Os05g46350
Os.11146.1.S1_at	LOC_Os05g46360
Os.11146.1.S2_at	LOC_Os05g46360
OsAffx.15125.1.S1_at	LOC_Os05g46370
Os.53994.1.S1_at	LOC_Os05g46380
OsAffx.27338.1.S1_s_at	LOC_Os05g46395
Os.7054.1.S1_a_at	LOC_Os05g46430
Os.7054.1.S1_at	LOC_Os05g46430
Os.7054.2.S1_x_at	LOC_Os05g46430
Os.12073.1.S1_at	LOC_Os05g46450
Os.6023.1.S1_s_at	LOC_Os05g46460
Os.23829.1.S1_at	LOC_Os05g46470
Os.12551.1.S1_s_at	LOC_Os05g46480
Os.14093.1.S1_at	LOC_Os05g46490
Os.55373.1.S1_at	LOC_Os05g46500
Os.9759.1.S1_x_at	LOC_Os05g46510
Os.9759.2.S1_at	LOC_Os05g46510
Os.5687.1.S1_at	LOC_Os05g46520
Os.49604.1.S1_at	LOC_Os05g46550
OsAffx.4638.1.S1_s_at	LOC_Os05g46560
Os.32650.1.S1_at	LOC_Os05g46570
Os.4161.1.S1_at	LOC_Os05g46580
OsAffx.4639.1.S1_at	LOC_Os05g46610
Os.7168.1.S1_at	LOC_Os05g46620
OsAffx.4640.1.S1_x_at	LOC_Os05g46620
Os.8550.1.S1_x_at	LOC_Os05g46630
Os.56107.1.S1_at	LOC_Os05g46710
Os.4058.1.S1_at	LOC_Os05g46720
Os.6085.1.S1_at	LOC_Os05g46760
Os.49992.1.S1_at	LOC_Os05g46770
Os.49992.1.S1_s_at	LOC_Os05g46770
Os.12959.1.S1_at	LOC_Os05g46780
Os.50535.1.S1_at	LOC_Os05g46920
Os.7382.1.S1_at	LOC_Os05g46950
OsAffx.15134.1.S1_s_at	LOC_Os05g46950
Os.5040.1.S1_at	LOC_Os05g46954
Os.53556.1.S1_at	LOC_Os05g47442
Os.12289.1.S1_at	LOC_Os05g47446
Os.5815.1.S1_at	LOC_Os05g47470
OsAffx.27351.1.S1_at	LOC_Os05g47510
OsAffx.27352.1.S1_at	LOC_Os05g47530
Os.8798.1.S1_at	LOC_Os05g47550
Os.38365.1.S1_a_at	LOC_Os05g47560
Os.7968.1.S1_at	LOC_Os05g47630
Os.9175.1.S1_at	LOC_Os05g47640
OsAffx.15137.1.S1_at	LOC_Os05g47650
OsAffx.15138.1.S1_at	LOC_Os05g47660
Os.20644.1.S1_at	LOC_Os05g47670
Os.6274.1.S1_at	LOC_Os05g47730
OsAffx.27357.2.S1_at	LOC_Os05g47750
OsAffx.27357.1.S1_at	LOC_Os05g47770
Os.19172.1.S1_at	LOC_Os05g47780
Os.16042.1.S1_at	LOC_Os05g47820
OsAffx.27360.1.S1_s_at	LOC_Os05g47830
OsAffx.4648.1.S1_at	LOC_Os05g47850
OsAffx.27361.1.S1_at	LOC_Os05g47860
Os.54069.1.S1_at	LOC_Os05g47870
Os.8991.1.S1_at	LOC_Os05g47890
Os.12118.1.A1_a_at	LOC_Os05g47930
OsAffx.15140.1.S1_at	LOC_Os05g47960
Os.4418.1.S1_at	LOC_Os05g47980
Os.4418.1.S2_at	LOC_Os05g47980
Os.55636.1.S1_at	LOC_Os05g48010
Os.12395.1.S1_at	LOC_Os05g48020
Os.50851.1.S1_at	LOC_Os05g48030
Os.54375.1.S1_at	LOC_Os05g48030
Os.11344.1.S1_s_at	LOC_Os05g48040
Os.32283.1.S1_at	LOC_Os05g48040
Os.53508.1.S1_at	LOC_Os05g48050
Os.54269.1.S1_s_at	LOC_Os05g48060
Os.9498.1.S1_at	LOC_Os05g48070
Os.3435.1.S1_at	LOC_Os05g48150
Os.3435.2.S1_x_at	LOC_Os05g48150
Os.51473.1.S1_at	LOC_Os05g48160
Os.51473.2.S1_x_at	LOC_Os05g48160
Os.27638.1.S1_at	LOC_Os05g48200
Os.39014.1.S1_at	LOC_Os05g48220
Os.25211.1.S1_at	LOC_Os05g48230
Os.8710.1.S1_at	LOC_Os05g48240
OsAffx.27365.1.S1_at	LOC_Os05g48260
Os.25562.1.S1_at	LOC_Os05g48270
Os.8383.1.S1_at	LOC_Os05g48290
OsAffx.15145.1.S1_x_at	LOC_Os05g48290
Os.37945.1.S1_at	LOC_Os05g48310
Os.11497.1.S1_at	LOC_Os05g48320
Os.5594.1.S1_at	LOC_Os05g48340
Os.15774.1.S1_at	LOC_Os05g48370
Os.50544.1.S1_at	LOC_Os05g48380
Os.15185.1.S1_s_at	LOC_Os05g48390
Os.8883.1.S1_at	LOC_Os05g48410
Os.9873.1.S1_at	LOC_Os05g48416
Os.49122.1.S1_at	LOC_Os05g48422
Os.50949.2.S1_x_at	LOC_Os05g48470
Os.9102.1.S1_x_at	LOC_Os05g48500
Os.9102.2.S1_x_at	LOC_Os05g48500
Os.8928.1.S1_at	LOC_Os05g48590
Os.49512.1.S1_at	LOC_Os05g48600
Os.49512.1.S1_s_at	LOC_Os05g48600
OsAffx.15153.1.S1_x_at	LOC_Os05g48610
Os.15195.1.S1_at	LOC_Os05g48620
Os.10136.1.S1_at	LOC_Os05g48630
OsAffx.15154.1.S1_at	LOC_Os05g48650
Os.17666.1.S1_at	LOC_Os05g48660
OsAffx.27371.1.S1_at	LOC_Os05g48670
Os.54463.1.S1_at	LOC_Os05g48680
Os.35356.1.S1_at	LOC_Os05g48690
OsAffx.15155.1.S1_at	LOC_Os05g48730
Os.7761.1.S1_at	LOC_Os05g48750
OsAffx.4655.1.S1_x_at	LOC_Os05g48750
OsAffx.15156.1.S1_at	LOC_Os05g48770
Os.17546.1.S2_a_at	LOC_Os05g48790
Os.17546.1.S2_at	LOC_Os05g48790
Os.17546.4.S1_x_at	LOC_Os05g48790
Os.11501.1.S1_at	LOC_Os05g48800
Os.35463.1.S1_at	LOC_Os05g48810
Os.6086.2.S1_x_at	LOC_Os05g48820
Os.27874.2.S1_x_at	LOC_Os05g48840
Os.22617.1.S1_at	LOC_Os05g48855
Os.56989.1.S1_at	LOC_Os05g48860
Os.11036.1.S1_at	LOC_Os05g48870
OsAffx.15160.1.S1_at	LOC_Os05g48890
OsAffx.15160.1.S1_s_at	LOC_Os05g48890
Os.53704.1.S1_x_at	LOC_Os05g48900
Os.9829.1.S1_at	LOC_Os05g48930
OsAffx.15162.1.S1_at	LOC_Os05g48940
Os.8092.1.S1_at	LOC_Os05g48960
Os.11684.1.S1_at	LOC_Os05g48970
Os.9217.1.S1_at	LOC_Os05g48980
OsAffx.27377.1.S1_at	LOC_Os05g49010
Os.50307.1.S1_at	LOC_Os05g49020
Os.6511.1.S1_at	LOC_Os05g49030
Os.25029.1.S1_at	LOC_Os05g49050
Os.40415.1.A1_s_at	LOC_Os05g49060
Os.9118.1.S1_at	LOC_Os05g49060
Os.47391.1.S1_at	LOC_Os05g49120
Os.53738.1.S1_at	LOC_Os05g49130
Os.11617.1.S1_at	LOC_Os05g49140
Os.11175.1.S1_at	LOC_Os05g49150
Os.10680.1.S1_at	LOC_Os05g49160
Os.13917.1.S1_at	LOC_Os05g49170
Os.8463.1.S1_at	LOC_Os05g49180
Os.8463.1.S2_at	LOC_Os05g49180
Os.10338.2.S1_at	LOC_Os05g49200
Os.8298.1.S1_at	LOC_Os05g49200
Os.24720.1.S1_at	LOC_Os05g49220
Os.20336.1.S1_at	LOC_Os05g49230
Os.46323.1.S1_at	LOC_Os05g49250
Os.21906.1.S1_at	LOC_Os05g49260
Os.8275.1.S1_at	LOC_Os05g49270
Os.25370.1.S1_at	LOC_Os05g49290
Os.5739.1.S1_at	LOC_Os05g49300
OsAffx.4662.1.A1_at	LOC_Os05g49320
OsAffx.4662.1.S1_at	LOC_Os05g49320
Os.17122.1.S1_at	LOC_Os05g49380
Os.49345.1.S1_at	LOC_Os05g49410
Os.19553.1.S1_at	LOC_Os05g49420
Os.33445.1.A1_at	LOC_Os05g49430
Os.2250.1.S1_a_at	LOC_Os05g49440
Os.51690.1.S1_at	LOC_Os05g49470
Os.52814.1.S1_at	LOC_Os05g49480
Os.27654.1.S1_at	LOC_Os05g49590
Os.47912.1.S1_at	LOC_Os05g49610
Os.53361.1.S1_at	LOC_Os05g49630
Os.57143.1.S1_at	LOC_Os05g49630
Os.7011.1.S2_at	LOC_Os05g49640
Os.7011.1.S1_at	LOC_Os05g49650
Os.47853.1.A1_at	LOC_Os05g49680
Os.51543.1.S1_at	LOC_Os05g49684
Os.50134.1.S1_at	LOC_Os05g49730
Os.54298.1.S1_at	LOC_Os05g49740
Os.18409.1.S1_at	LOC_Os05g49750
Os.2326.1.S1_s_at	LOC_Os05g49760
Os.28038.1.S1_at	LOC_Os05g49780
Os.4761.1.S1_at	LOC_Os05g49800
OsAffx.15171.1.S1_at	LOC_Os05g49820
Os.11139.1.S1_at	LOC_Os05g49880
Os.8152.1.S1_at	LOC_Os05g49890
Os.53085.1.S1_at	LOC_Os05g49900
Os.20347.1.S1_at	LOC_Os05g49910
Os.57367.1.S1_x_at	LOC_Os05g49910
OsAffx.27388.1.S1_at	LOC_Os05g49920
Os.27218.1.A1_at	LOC_Os05g49940
Os.13493.1.S1_at	LOC_Os05g49970
Os.13493.1.S1_s_at	LOC_Os05g49970
Os.52474.1.S1_at	LOC_Os05g49980
Os.32545.1.S1_at	LOC_Os05g49990
OsAffx.4673.1.S1_at	LOC_Os05g49990
Os.54644.1.S1_at	LOC_Os05g50080
Os.55247.1.S1_at	LOC_Os05g50100
Os.51746.1.S1_s_at	LOC_Os05g50110
Os.55591.1.S1_at	LOC_Os05g50110
Os.34647.1.S1_at	LOC_Os05g50120
Os.57168.1.S1_at	LOC_Os05g50150
OsAffx.27391.1.S1_at	LOC_Os05g50160
Os.52893.1.S1_at	LOC_Os05g50170
Os.8889.1.S1_at	LOC_Os05g50180
Os.22907.1.S1_at	LOC_Os05g50190
Os.17968.1.S1_at	LOC_Os05g50200
Os.10824.1.S1_at	LOC_Os05g50220
Os.55617.1.S1_at	LOC_Os05g50230
Os.51338.1.S1_at	LOC_Os05g50250
Os.8509.1.S1_at	LOC_Os05g50260
OsAffx.15177.1.S1_at	LOC_Os05g50260
OsAffx.15177.1.S1_x_at	LOC_Os05g50260
Os.53593.1.S1_at	LOC_Os05g50270
Os.2310.1.S1_at	LOC_Os05g50280
Os.2301.1.S1_at	LOC_Os05g50290
Os.57347.1.S1_at	LOC_Os05g50310
Os.50510.1.S1_at	LOC_Os05g50330
OsAffx.15178.1.S1_s_at	LOC_Os05g50340
Os.2307.1.S1_at	LOC_Os05g50360
Os.49140.1.S1_at	LOC_Os05g50370
Os.49140.1.S2_at	LOC_Os05g50370
Os.4166.1.S1_at	LOC_Os05g50380
Os.33045.1.S1_a_at	LOC_Os05g50410
OsAffx.4676.1.S1_s_at	LOC_Os05g50450
OsAffx.15181.1.S1_at	LOC_Os05g50460
Os.8172.1.S1_at	LOC_Os05g50480
Os.5652.1.S1_at	LOC_Os05g50490
OsAffx.4677.1.S1_s_at	LOC_Os05g50500
Os.50276.1.S1_at	LOC_Os05g50510
Os.18305.1.S1_at	LOC_Os05g50550
Os.18305.1.S2_at	LOC_Os05g50550
Os.52787.1.S1_at	LOC_Os05g50560
OsAffx.15183.1.S1_at	LOC_Os05g50590
Os.27648.1.S1_at	LOC_Os05g50600
Os.29987.2.S1_at	LOC_Os05g50610
Os.54158.1.S1_at	LOC_Os05g50640
Os.6720.1.S1_at	LOC_Os05g50654
Os.22458.1.S1_s_at	LOC_Os05g50660
Os.48043.1.S2_at	LOC_Os05g50660
Os.55821.1.S1_at	LOC_Os05g50680
OsAffx.27395.1.S1_at	LOC_Os05g50690
Os.15872.1.S1_at	LOC_Os05g50710
Os.51602.1.S1_at	LOC_Os05g50720
Os.54733.1.S1_at	LOC_Os05g50730
Os.7939.1.S1_at	LOC_Os05g50750
Os.54485.1.S1_at	LOC_Os05g50770
Os.15417.1.S1_at	LOC_Os05g50800
Os.12678.1.S1_at	LOC_Os05g50810
Os.8034.1.S1_at	LOC_Os05g50820
Os.21108.1.S1_at	LOC_Os05g50890
OsAffx.4680.1.S1_at	LOC_Os05g50900
Os.49180.1.S1_at	LOC_Os05g50910
Os.54841.1.S1_at	LOC_Os05g50920
Os.32177.1.S1_at	LOC_Os05g50930
Os.57417.1.S1_s_at	LOC_Os05g50930
OsAffx.27398.1.S1_at	LOC_Os05g50940
OsAffx.15187.1.S1_at	LOC_Os05g50960
Os.5928.1.S1_at	LOC_Os05g50970
Os.9142.1.S1_at	LOC_Os05g50980
Os.26720.1.S1_at	LOC_Os05g50990
Os.18924.1.S1_at	LOC_Os05g51000
Os.52105.1.S1_x_at	LOC_Os05g51020
Os.56138.1.A1_at	LOC_Os05g51060
Os.8264.1.S1_at	LOC_Os05g51070
Os.11298.1.S1_at	LOC_Os05g51140
Os.14820.1.S2_s_at	LOC_Os05g51150
OsAffx.15190.1.S1_at	LOC_Os05g51150
Os.7056.1.S1_at	LOC_Os05g51180
Os.48704.1.S1_at	LOC_Os05g51190
Os.52965.1.S1_at	LOC_Os05g51220
OsAffx.15192.1.S1_at	LOC_Os05g51350
Os.38282.1.S1_at	LOC_Os05g51380
OsAffx.15193.1.S1_at	LOC_Os05g51390
Os.9473.1.S1_a_at	LOC_Os05g51420
Os.9473.2.S1_at	LOC_Os05g51420
Os.9473.2.S2_a_at	LOC_Os05g51420
Os.48938.1.A1_at	LOC_Os05g51440
Os.12065.1.S1_at	LOC_Os05g51450
Os.47949.1.S1_a_at	LOC_Os05g51470
Os.419.1.S1_at	LOC_Os05g51480
Os.22562.1.S1_at	LOC_Os05g51490
OsAffx.27405.1.S1_x_at	LOC_Os05g51490
Os.12337.1.S1_at	LOC_Os05g51500
Os.12337.2.S1_x_at	LOC_Os05g51500
Os.56152.1.S1_x_at	LOC_Os05g51500
Os.52518.1.S1_at	LOC_Os05g51510
Os.27568.1.S1_at	LOC_Os05g51520
Os.15057.1.S1_at	LOC_Os05g51530
Os.14691.1.S1_at	LOC_Os05g51540
Os.54721.1.A1_at	LOC_Os05g51550
OsAffx.15198.1.S1_x_at	LOC_Os05g51550
Os.21837.1.S1_at	LOC_Os05g51560
Os.10294.1.S1_at	LOC_Os05g51590
Os.27828.1.S1_a_at	LOC_Os05g51610
Os.10391.1.S1_a_at	LOC_Os05g51630
Os.4803.1.S1_at	LOC_Os05g51640
OsAffx.15200.4.A1_at	LOC_Os05g51660
Os.10131.4.A1_at	LOC_Os05g51680
Os.48625.1.A1_s_at	LOC_Os05g51690
Os.9713.1.S1_at	LOC_Os05g51690
Os.9713.2.S1_at	LOC_Os05g51690
Os.8524.1.S1_at	LOC_Os05g51700
Os.47379.1.S1_at	LOC_Os05g51710
Os.24111.1.S1_at	LOC_Os05g51754
Os.24111.2.S1_at	LOC_Os05g51754
Os.23058.1.S1_at	LOC_Os05g51780
Os.14983.1.S1_a_at	LOC_Os05g51790
Os.14983.1.S2_a_at	LOC_Os05g51790
OsAffx.15202.1.S1_at	LOC_Os05g51820
Os.8519.1.S1_a_at	LOC_Os05g51830
Os.12748.1.S1_at	LOC_Os05g51850
Os.12748.2.S1_x_at	LOC_Os05g51850
Os.39009.1.S1_at	LOC_Os06g01170
Os.18360.1.S1_at	LOC_Os06g01180
Os.49638.1.S1_at	LOC_Os06g01200
Os.7915.1.S1_a_at	LOC_Os06g01210
Os.49429.1.S1_at	LOC_Os06g01230
Os.53717.1.S1_at	LOC_Os06g01250
Os.47875.2.S1_at	LOC_Os06g01260
Os.11259.1.S1_a_at	LOC_Os06g01304
Os.11259.2.S1_at	LOC_Os06g01304
Os.18567.1.S1_x_at	LOC_Os06g01320
OsAffx.15212.1.S1_at	LOC_Os06g01320
Os.8578.1.S1_at	LOC_Os06g01350
Os.11622.1.S1_at	LOC_Os06g01360
Os.14023.1.S1_at	LOC_Os06g01370
Os.14023.1.S1_x_at	LOC_Os06g01370
Os.14023.2.S1_at	LOC_Os06g01370
Os.14023.2.S1_x_at	LOC_Os06g01370
Os.9192.1.S1_at	LOC_Os06g01390
Os.17279.1.S1_at	LOC_Os06g01400
Os.17279.1.S1_s_at	LOC_Os06g01400
Os.7390.1.S1_at	LOC_Os06g01410
OsAffx.15214.1.S1_x_at	LOC_Os06g01450
Os.52642.1.S1_at	LOC_Os06g01460
Os.56352.1.S1_at	LOC_Os06g01470
Os.4421.1.S1_at	LOC_Os06g01490
Os.10209.1.S1_x_at	LOC_Os06g01500
Os.10209.2.S1_at	LOC_Os06g01500
Os.10209.3.S1_x_at	LOC_Os06g01500
Os.31716.2.A1_at	LOC_Os06g01620
Os.22911.1.S1_a_at	LOC_Os06g01630
Os.49738.1.S1_at	LOC_Os06g01640
Os.22256.1.S1_at	LOC_Os06g01650
Os.22256.2.S1_x_at	LOC_Os06g01650
Os.44872.1.S1_at	LOC_Os06g01660
Os.44872.2.S1_x_at	LOC_Os06g01660
Os.23936.1.S1_at	LOC_Os06g01670
Os.9729.3.S1_a_at	LOC_Os06g01680
Os.32187.1.S1_at	LOC_Os06g01690
Os.19955.1.S1_at	LOC_Os06g01700
Os.19955.1.S2_at	LOC_Os06g01700
Os.12825.1.S1_at	LOC_Os06g01760
Os.4441.1.S1_at	LOC_Os06g01770
Os.52860.1.A1_at	LOC_Os06g01780
Os.36672.2.S1_x_at	LOC_Os06g01860
OsAffx.22609.1.S1_x_at	LOC_Os06g01920
Os.52419.1.S1_at	LOC_Os06g02000
Os.10689.1.S1_at	LOC_Os06g02019
Os.12721.1.S1_at	LOC_Os06g02028
OsAffx.4692.1.S1_x_at	LOC_Os06g02028
Os.31022.1.S1_at	LOC_Os06g02040
Os.49022.1.S1_at	LOC_Os06g02100
Os.34056.1.S1_at	LOC_Os06g02110
Os.21199.1.S1_s_at	LOC_Os06g02120
Os.15324.1.S1_at	LOC_Os06g02130
Os.7894.1.S1_at	LOC_Os06g02144
Os.35821.1.S1_at	LOC_Os06g02160
Os.16379.1.S1_at	LOC_Os06g02170
Os.25614.1.S1_at	LOC_Os06g02180
Os.32653.1.S1_at	LOC_Os06g02200
Os.3697.1.S1_at	LOC_Os06g02210
Os.3700.1.S1_at	LOC_Os06g02220
Os.20309.1.S1_at	LOC_Os06g02230
Os.3702.1.S1_at	LOC_Os06g02240
Os.7946.1.S1_a_at	LOC_Os06g02260
Os.23621.1.S1_a_at	LOC_Os06g02340
Os.4506.3.S1_x_at	LOC_Os06g02370
Os.12628.1.S1_at	LOC_Os06g02380
Os.4510.1.S1_at	LOC_Os06g02420
Os.15602.1.S1_at	LOC_Os06g02430
Os.15602.1.S1_x_at	LOC_Os06g02430
Os.39933.1.S1_x_at	LOC_Os06g02440
Os.4513.1.S1_at	LOC_Os06g02440
Os.48019.1.S1_at	LOC_Os06g02480
Os.4518.1.S1_a_at	LOC_Os06g02490
Os.4518.2.S1_x_at	LOC_Os06g02490
Os.20570.1.S1_x_at	LOC_Os06g02500
Os.20570.2.S1_at	LOC_Os06g02500
